Date,close,open,high,low,volume,sma9,sma20,sma200,sma200_4h,diff_sma9,diff_sma20,diff_sma200,diff_sma200_4h,diff_sma9_sma20,target_long,target_short,probability_long,probability_short,predicted_long,predicted_short
2021-01-01 10:00:00,29223.82,29202.21,29344.97,29152.88,1944.255831,29174.843333333363,29029.44450000008,26509.77510000003,21771.3372,0.0016787293802081,0.0066958050127317,0.1023790239548265,0.3423070770315384,0.0050086674353441,1,0,0.98454654,0.00012087604,1,0
2021-01-01 11:00:00,29313.49,29223.82,29402.57,29212.44,2309.227725,29188.047777777803,29056.619000000075,26541.87115000003,21771.3372,0.0042977256710434,0.0088403609518342,0.1044243954895382,0.3464257951045836,0.0045231958259743,1,0,0.984555,0.00012070741,1,0
2021-01-01 12:00:00,29233.49,29313.49,29600.0,29150.0,4191.915153000001,29183.0577777778,29099.26350000008,26572.92200000003,21828.193850000003,0.0017281335837467,0.0046127112461083,0.1001232758670637,0.3392537284984757,0.0028796013266012,1,0,0.9724499,5.9902835e-05,1,0
2021-01-01 13:00:00,29464.79,29233.49,29470.0,29200.0,2211.298279,29210.22222222224,29143.90450000008,26604.996050000027,21828.193850000003,0.0087150236599053,0.0110103812617118,0.1074908616646823,0.349850115977415,0.0022755263359499,1,0,0.9725027,5.975416e-05,1,0
2021-01-01 14:00:00,29327.84,29464.79,29530.0,29266.15,2612.6721760000005,29225.87000000002,29166.68400000008,26636.97670000003,21828.193850000003,0.0034890321485717,0.005525345287792,0.1010198465954272,0.3435761200187434,0.0020292330797679,1,0,0.97246325,5.9865317e-05,1,0
2021-01-01 15:00:00,29188.67,29327.83,29391.0,29030.14,2779.0638900000004,29227.461111111134,29181.22600000008,26667.05315000003,21828.193850000003,-0.0013272145316921,0.0002550955192876,0.0945592614158031,0.337200420730183,0.0015844129068139,1,0,0.95701665,5.996811e-05,1,0
2021-01-01 16:00:00,29300.57,29188.67,29360.0,29125.0,1490.3294870000002,29250.54333333336,29189.919500000084,26696.318900000027,21882.88685,0.0017102816209786,0.0037907093234674,0.0975509436246646,0.3389718733568282,0.0020768756602181,1,0,0.9724498,5.990329e-05,1,0
2021-01-01 17:00:00,29079.64,29300.79,29339.76,28937.0,2504.977097,29259.391111111134,29195.583500000084,26724.975600000027,21882.88685,-0.0061433647210407,-0.003971268462577,0.0881072609847385,0.3288758562492864,0.0021855227216489,1,0,0.9302281,6.0070844e-05,1,0
2021-01-01 18:00:00,29072.7,29077.59,29259.98,28624.57,4226.430003,29245.00111111113,29194.17650000008,26754.72260000003,21882.88685,-0.0058916431719904,-0.0041609839551418,0.0866380651616237,0.328558713449638,0.0017409160731438,1,0,0.90546,6.006552e-05,1,0
2021-01-01 19:00:00,29029.04,29072.7,29125.32,28950.0,1629.2287220000003,29223.358888888903,29199.447000000084,26783.77440000003,21882.88685,-0.006649437172083,-0.005835966688002,0.0838293201872237,0.3265635470760569,0.0008189158133309,1,0,0.90545267,6.0081733e-05,1,0
2021-01-01 20:00:00,29200.96,29029.04,29279.72,28880.37,1838.5490859999995,29210.855555555576,29209.738500000083,26813.77920000004,21938.94545,-0.0003387629484784,-0.0003005333306932,0.0890281366977152,0.3310101921968177,3.824257295191789e-05,1,0,0.24781862,0.26709613,0,0
2021-01-01 21:00:00,29160.39,29200.97,29289.82,29130.0,1447.2296359999998,29202.733333333355,29197.258500000084,26842.68290000003,21938.94545,-0.0014499784266777,-0.0012627384177211,0.0863440926763683,0.3291609693117679,0.0001875118971622,1,0,0.24776717,0.26714265,0,0
2021-01-01 22:00:00,29262.32,29163.17,29326.74,29104.57,1127.035903,29180.236666666693,29200.64200000008,26872.91845000003,21938.94545,0.002812976956663,0.0021122138341999,0.0889148513752129,0.3338070449507408,-0.0006987974214192,0,0,0.24796498,0.26693055,0,0
2021-01-01 23:00:00,29331.69,29262.32,29338.89,29228.14,971.1233949999998,29180.66444444447,29203.306500000075,26903.41630000003,21938.94545,0.0051755351850558,0.0043961973963435,0.0902589348847851,0.3369690018532773,-0.0007753250665504,0,0,0.2480747,0.26679847,0,0
2021-01-02 00:00:00,29197.48,29331.7,29338.59,28946.53,2638.159372,29181.643333333355,29202.16500000008,26933.30490000004,21995.4909,0.0005426927635893,-0.0001604333103412,0.0840659959261054,0.3274302507156139,-0.0007027446994675,0,0,0.24785954,0.26705745,0,0
2021-01-02 01:00:00,29359.47,29197.93,29400.0,29100.0,1891.9972350000007,29188.187777777803,29210.78800000007,26963.21590000004,21995.4909,0.0058682033816639,0.0050899688156283,0.0888712277084113,0.334794941994225,-0.0007736943701165,0,0,0.2481069,0.26675984,0,0
2021-01-02 02:00:00,29323.82,29359.46,29469.0,29320.01,1704.8301249999995,29215.31888888892,29218.26150000007,26993.26825000004,21995.4909,0.0037138431219501,0.0036127577268733,0.0863382576876349,0.3331741552537935,-0.0001007113688523,0,0,0.24800679,0.26688018,0,0
2021-01-02 03:00:00,29351.95,29323.82,29382.49,29256.85,1158.0417529999995,29246.346666666694,29231.217500000068,27023.59225000004,21995.4909,0.0036108213629864,0.0041302590287227,0.0861601865680886,0.3344530537393009,0.0005175688171943,1,0,0.905552,5.986275e-05,1,0
2021-01-02 04:00:00,29349.63,29351.95,29396.0,29220.0,988.7110639999996,29281.967777777805,29248.698500000068,27052.71330000004,22053.31595,0.002310712952616,0.003450803118639,0.0849052246452468,0.3308488422576653,0.0011374618182664,1,0,0.90553945,5.9890503e-05,1,0
2021-01-02 05:00:00,29589.99,29349.63,29590.0,29349.63,2778.878231999999,29325.19333333336,29268.08750000007,27083.59570000004,22053.31595,0.0090296648228965,0.0109984125201187,0.0925428930398616,0.3417478834968582,0.0019511296504525,1,0,0.97250503,5.9747377e-05,1,0
2021-01-02 06:00:00,29709.07,29589.99,29745.0,29450.0,3030.2408209999976,29386.1577777778,29292.35000000007,27113.58605000004,22053.31595,0.0109885826062769,0.0142262399568463,0.0957263249949172,0.3471475249961221,0.0032024667798155,1,0,0.9725199,5.9705795e-05,1,0
2021-01-02 07:00:00,29750.0,29709.06,29820.5,29623.31,3067.812755000001,29440.34444444447,29314.17550000007,27143.69005000004,22053.31595,0.0105180683649903,0.0148673634023896,0.0960189990822546,0.3490034817190385,0.0043040250081192,1,0,0.98457533,0.000120308214,1,0
2021-01-02 08:00:00,29844.51,29751.47,29849.11,29640.0,2358.088242,29497.324444444468,29344.72650000007,27174.79930000004,22109.19345,0.0117700693908501,0.0170314587869792,0.098242149666951,0.3498687804914023,0.005200182882754,1,0,0.9845794,0.00012022792,1,0
2021-01-02 09:00:00,29612.87,29844.52,29899.0,29578.05,3188.497346,29543.47888888892,29352.13050000007,27204.87760000004,22109.19345,0.0023487792812774,0.0088831541546849,0.0885132598427848,0.3393916909257493,0.0065190630332217,1,0,0.94946736,0.00012083271,1,0
2021-01-02 10:00:00,29680.99,29612.88,29829.0,29473.91,2315.182337,29579.20333333336,29369.78800000007,27235.29650000004,22109.19345,0.0034411564611659,0.0105959906826678,0.0897986735705248,0.3424727621622037,0.0071302977513249,1,0,0.94948107,0.000120762445,1,0
2021-01-02 11:00:00,29755.0,29679.51,29780.53,29622.79,1365.036663,29627.112222222244,29398.104500000067,27266.66545000004,22109.19345,0.0043165792473635,0.0121400854262536,0.0912592173972617,0.3458202384130843,0.0077898805422021,1,0,0.9494921,0.00012070626,1,0
2021-01-02 12:00:00,30604.03,29754.99,30888.0,29741.39,12772.566039,29766.23222222224,29463.27750000008,27301.62170000004,22174.5349,0.0281459128425496,0.0387177733366532,0.1209601516088677,0.3801430396630326,0.0102824515100928,1,0,0.99166626,0.000119201686,1,0
2021-01-02 13:00:00,31541.17,30604.03,31561.87,30521.0,9182.429724,30009.73666666668,29586.354000000072,27341.33145000004,22174.5349,0.0510312153133406,0.066071540954317,0.1536076821160057,0.4224050309167927,0.0143100656020882,1,0,0.9916784,0.00011782456,1,0
2021-01-02 14:00:00,31290.53,31546.06,31567.89,31065.0,6447.783856000001,30198.68555555557,29697.24550000008,27379.656800000044,22174.5349,0.0361553632006862,0.053650918567512,0.1428386494603521,0.4111019753564257,0.0168850695447659,1,0,0.9916709,0.00011873158,1,0
2021-01-02 15:00:00,31691.29,31290.53,31800.0,31236.37,5626.193773,30418.93222222224,29830.35800000008,27419.86415000004,22174.5349,0.0418278251347775,0.0623838305929789,0.1557785197852613,0.4291749587045455,0.0197307126593035,1,0,0.99167377,0.00011839885,1,0
2021-01-02 16:00:00,32482.28,31691.09,33000.0,31616.42,15432.285215999998,30722.518888888902,29994.42400000008,27463.88835000004,22246.66615,0.0572791937235176,0.082943949848809,0.1827269171082233,0.4600965277667008,0.0242743414205527,1,0,0.9916816,0.000117432886,1,0
2021-01-02 17:00:00,32856.96,32484.28,32935.0,32394.77,6402.180727999998,31057.235555555573,30179.25250000008,27508.500550000044,22246.66615,0.0579486361954223,0.0887267668408922,0.1944293343171678,0.4769386018767579,0.0290922730957465,1,0,0.99168193,0.00011739112,1,0
2021-01-02 18:00:00,32999.98,32856.95,33300.0,32421.0,7170.295492000001,31433.58111111113,30366.13550000008,27553.624150000047,22246.66615,0.0498320214725768,0.0867362427464606,0.1976638652088149,0.4833674303149464,0.0351525010850012,1,0,0.9916778,0.000117899755,1,0
2021-01-02 19:00:00,33027.2,32999.98,33220.0,32690.0,5844.856513,31805.38222222224,30550.91100000008,27595.88815000005,22246.66615,0.038415440796812,0.0810545060342033,0.1968159828912749,0.4845909844338629,0.0410616633403225,1,0,0.99167204,0.00011859919,1,0
2021-01-02 20:00:00,30667.22,33027.2,33061.37,30550.0,15733.283020999996,31906.740000000016,30624.39800000008,27627.48940000005,22311.0984,-0.0388482182761389,0.0013982968742739,0.1100255819842951,0.3745275759260693,0.0418732149445005,1,0,0.9916063,0.00012366926,1,0
2021-01-02 21:00:00,31694.59,30669.43,32005.94,30300.0,10395.120659999997,32027.91333333336,30741.15400000008,27663.462350000045,22311.0984,-0.0104072759865516,0.0310149710059654,0.1457202861665632,0.4205750623196571,0.0418578734335502,1,0,0.9916245,0.000121656565,1,0
2021-01-02 22:00:00,32145.66,31693.53,32311.92,31424.96,3879.06211,32095.07888888891,30882.246000000083,27704.057050000047,22311.0984,0.0015759771548216,0.0409106902393016,0.1603231953350293,0.4407923547143695,0.0392728200173272,1,0,0.9916375,0.000120882614,1,0
2021-01-02 23:00:00,32178.33,32143.53,32246.67,31500.0,4622.340327,32193.72333333336,31023.56500000008,27744.82305000005,22311.0984,-0.0004781470342518,0.0372221890037434,0.1597958272074812,0.4422566483772938,0.0377183709652091,1,0,0.99163526,0.0001210149,1,0
2021-01-03 00:00:00,32447.94,32176.45,32497.8,31962.99,3346.062128,32277.795555555585,31178.48050000008,27786.65270000005,22377.66785,0.0052712535511158,0.0407158873569837,0.1677527462672731,0.450014372252826,0.0352587758584162,1,0,0.9916415,0.000120644814,1,0
2021-01-03 01:00:00,32585.09,32447.95,32790.07,32201.0,3401.1521780000007,32289.218888888925,31328.23550000008,27828.65005000005,22377.66785,0.0091631548018923,0.0401189048773563,0.1709188171705777,0.4561432504236583,0.0306746732955593,1,0,0.99164575,0.00012039509,1,0
2021-01-03 02:00:00,32741.67,32583.04,32884.09,32550.0,2017.209761,32276.40888888892,31479.865500000084,27870.57685000005,22377.66785,0.0144148970448581,0.0400829063262646,0.1747754693494957,0.4631404049551122,0.0253032653169637,1,0,0.9916514,0.00012005872,1,0
2021-01-03 03:00:00,32573.87,32741.68,32756.0,32404.0,2125.878807,32229.063333333368,31621.059000000085,27911.19790000005,22377.66785,0.0106986251229339,0.0301321660352966,0.1670538153434088,0.4556418576925118,0.0192278295718458,1,0,0.9916474,0.00012029674,1,0
2021-01-03 04:00:00,33192.53,32576.11,33250.0,32450.0,3436.070967,32247.433333333367,31788.460000000086,27954.885300000053,22451.4502,0.0293076554929941,0.0441691733415179,0.1873606220806041,0.4784136304923412,0.014438363271869,1,0,0.9916674,0.000119133394,1,0
2021-01-03 05:00:00,33758.67,33192.53,34180.0,33109.44,10355.070297999995,32590.92777777781,31995.750000000087,28001.581700000053,22451.4502,0.0358302847401114,0.0550985677785301,0.2055986823058618,0.5036298189771278,0.0186017761039426,1,0,0.9916707,0.000118750606,1,0
2021-01-03 06:00:00,33967.13,33758.67,34110.05,33651.12,4526.910973999999,32843.432222222254,32210.057000000088,28048.497350000056,22451.4502,0.0342137743148974,0.0545504467750524,0.2110142506439807,0.5129147425853141,0.0196638963483412,1,0,0.9916699,0.00011884531,1,0
2021-01-03 07:00:00,34452.34,33967.13,34778.11,33737.19,7968.074111,33099.73000000004,32444.924000000086,28097.19670000005,22451.4502,0.0408646837904706,0.0618714964473304,0.2261842477687439,0.5345262641430618,0.0201820784046204,1,0,0.99167323,0.00011845587,1,0
2021-01-03 08:00:00,34367.68,34451.78,34670.41,33757.29,6146.774104000001,33342.99111111115,32633.10650000009,28146.02385000005,22526.41915,0.0307317626506334,0.0531537964367537,0.2210492033673147,0.5256610369873188,0.0217535100775974,1,0,0.9916681,0.0001190498,1,0
2021-01-03 09:00:00,34190.55,34367.35,34588.88,33800.0,6052.678976,33536.61444444448,32765.575500000086,28192.437700000053,22526.41915,0.0194991523857844,0.0434899884483919,0.2127560718170865,0.5177978254035995,0.0235319823527711,1,0,0.99165696,0.00011973413,1,0
2021-01-03 10:00:00,33877.96,34189.98,34350.0,33403.0,6335.226686999997,33680.2666666667,32894.94700000009,28237.636150000053,22526.41915,0.0058697080783198,0.0298834042809039,0.1997449014513183,0.503921230196944,0.0238735653432306,1,0,0.9916422,0.00012060639,1,0
2021-01-03 11:00:00,34413.53,33877.96,34450.0,33787.55,4116.853151000001,33866.02888888892,33031.05900000008,28285.154850000054,22526.41915,0.016166675842254,0.0418536686940589,0.2166640127126592,0.5276964248443364,0.0252783263439672,1,0,0.9916533,0.000119946926,1,0
2021-01-03 12:00:00,34103.72,34413.53,34600.0,33928.75,4546.283410999999,34036.012222222256,33112.13100000008,28331.62315000005,22596.3741,0.001989298197911,0.0299463963826404,0.2037333625200341,0.5092563014346627,0.0279015935948723,1,0,0.99163795,0.00012085587,1,0
2021-01-03 13:00:00,33880.0,34103.73,34385.02,33800.0,4373.7383580000005,34112.39777777781,33163.28300000008,28377.47880000005,22596.3741,-0.0068127071949543,0.021611762623137,0.1939045127574877,0.499355597940822,0.0286194457218764,1,0,0.9916284,0.000121423844,1,0
2021-01-03 14:00:00,33811.54,33877.98,34150.0,33450.0,5928.805570999999,34118.27222222226,33203.861000000084,28422.38320000005,22596.3741,-0.0089902624677012,0.0183014559662177,0.1896096031806347,0.4963259083234954,0.0275393040051026,1,0,0.991626,0.00012156472,1,0
2021-01-03 15:00:00,33506.62,33811.54,33873.45,32727.0,8391.249772000001,34067.10444444448,33227.83200000009,28465.99390000005,22596.3741,-0.0164523652240094,0.0083901953037415,0.1770753593817058,0.482831707942028,0.0252581162816877,1,0,0.9916201,0.000122048834,1,0
2021-01-03 16:00:00,32676.74,33505.15,33822.69,32650.0,7983.739078,33869.81555555559,33328.30800000009,28504.87080000005,22663.11015,-0.0352253337074902,-0.0195499873560964,0.1463563623659695,0.4418471155866489,0.0162476761663238,1,0,0.9916085,0.0001233847,1,0
2021-01-03 17:00:00,32909.27,32676.75,33333.33,32454.73,7447.8091730000015,33707.77000000004,33389.04200000009,28545.12035000005,22663.11015,-0.0236889002149962,-0.0143691454220247,0.1528860133182076,0.4521074019489774,0.0095458863419906,1,0,0.99161565,0.00012252016,1,0
2021-01-03 18:00:00,32769.76,32907.51,33031.57,32267.0,4707.199962999999,33549.90444444449,33420.24700000009,28585.30885000005,22663.11015,-0.0232532538426847,-0.0194638597374844,0.1463846751475608,0.4459515831281438,0.0038796076056648,1,0,0.9722598,6.0437782e-05,1,0
2021-01-03 19:00:00,32772.21,32769.79,32930.0,32455.71,2288.4394220000004,33427.04333333337,33449.94100000009,28624.998100000048,22663.11015,-0.0195899268386795,-0.0202610521794371,0.1448807746820407,0.4460596883256998,-0.0006845353379464,0,0,0.3807991,0.26762965,0,0
2021-01-03 20:00:00,33726.21,32775.1,33816.0,32727.1,5420.678185999999,33350.67444444449,33513.85450000009,28669.168900000048,22731.79355,0.0112602087307431,0.0063363496430979,0.1763930136112157,0.4836581163653935,-0.0048690327624235,0,0,0.0011709945,0.46710998,0,0
2021-01-03 21:00:00,33558.34,33725.72,33861.92,33506.0,2123.067983,33290.07666666671,33562.517000000094,28712.24850000005,22731.79355,0.008058357330306,-0.0001244543131284,0.1687813303789126,0.4762733053239434,-0.0081173987437647,0,0,0.0012730573,0.4673933,0,0
2021-01-03 22:00:00,33119.14,33559.06,33661.1,33000.0,2841.0330970000014,33205.53666666671,33581.39050000009,28750.938600000045,22731.79355,-0.0026018753298283,-0.0137650792036168,0.1519324798669337,0.4569523485752404,-0.0111923249078496,0,0,0.0012737912,0.46833667,0,0
2021-01-03 23:00:00,33000.05,33119.14,33600.0,32600.0,5077.560587999999,33115.37111111116,33602.69950000009,28787.788900000043,22731.79355,-0.0034824043108025,-0.017934556121007,0.1463211056129411,0.4517134306808802,-0.0145026559217043,0,0,0.0012738518,0.46841463,0,0
2021-01-04 00:00:00,32843.88,33000.05,33111.44,32400.25,4792.2068150000005,33041.73333333338,33585.267000000094,28822.68525000004,22803.9704,-0.0059879828741848,-0.0220747686775899,0.1395149242730586,0.4402702434660235,-0.0161836934828212,0,0,0.001274024,0.46863636,0,0
2021-01-04 01:00:00,33191.04,32843.89,33327.0,32602.47,3390.0238670000003,33098.87777777782,33556.88550000009,28859.691250000044,22803.9704,0.0027844515708642,-0.010902248362712,0.1500829898864545,0.4554939082011788,-0.0136486958011126,0,0,0.0012734199,0.46785992,0,0
2021-01-04 02:00:00,33454.22,33191.05,33588.0,32958.38,3180.350772,33159.427777777826,33531.24000000009,28898.86615000004,22803.9704,0.0088901480507372,-0.0022969624743997,0.1576308851134615,0.4670348809082824,-0.0110885318354545,0,0,0.0012729998,0.46731973,0,0
2021-01-04 03:00:00,33505.16,33454.21,33510.71,33160.0,3174.209146,33241.13888888894,33483.881000000096,28936.73685000004,22803.9704,0.0079426012446075,0.0006354998095921,0.1578762378661212,0.4692687024361336,-0.0072495213774996,0,0,0.0012730664,0.46740353,0,0
2021-01-04 04:00:00,33257.55,33505.15,33600.0,33186.14,3167.02925,33295.0655555556,33428.37450000009,28970.938100000043,22870.4898,-0.0011267602249648,-0.0051101647194986,0.1479624817533938,0.4541686815994646,-0.0039878978992679,0,0,0.0011722037,0.4682061,0,0
2021-01-04 05:00:00,32813.01,33257.56,33315.9,32802.25,3990.700875000001,33193.59888888893,33359.49750000009,29001.49220000004,22870.4898,-0.0114657313948662,-0.0163817665418997,0.131424885785703,0.4347314065831683,-0.0049730548582501,0,0,0.0011732148,0.46912125,0,0
2021-01-04 06:00:00,33100.02,32813.01,33408.0,32813.0,4768.764909,33142.67444444449,33320.600500000095,29034.92515000004,22870.4898,-0.0012869946423905,-0.0066199437192045,0.1400070717936723,0.4472807661513221,-0.0053398213983449,0,0,0.0011722194,0.46822026,0,0
2021-01-04 07:00:00,32068.84,33100.02,33148.69,31505.0,9472.376891000004,33025.974444444495,33203.36600000009,29062.80240000004,22870.4898,-0.0289812627952753,-0.0341690056363588,0.1034324755963642,0.4021929692122291,-0.005342577483126,0,0,0.0011754009,0.47067207,0,0
2021-01-04 08:00:00,32045.14,32068.84,32567.88,31450.0,6529.253263,32919.87333333338,33100.43700000009,29089.23135000004,22931.11385,-0.0265715886715657,-0.0318816636771318,0.1016152202316599,0.3974523963213414,-0.0054550236501926,0,0,0.0011750949,0.4704587,0,0
2021-01-04 09:00:00,31038.63,32045.15,32152.15,30248.85,11271.896536000004,32719.29000000005,32958.36850000009,29111.32585000004,22931.11385,-0.0513660290305825,-0.0582473765350395,0.0662046160291925,0.3535596309465798,-0.0072539543333293,0,0,0.0010346757,0.47265485,0,0
2021-01-04 10:00:00,30270.76,31038.35,31227.33,28130.0,19376.83124,32394.8144444445,32781.329500000094,29129.81015000004,22931.11385,-0.0655677299244034,-0.0765853471562246,0.0391677750086522,0.3200736866953369,-0.0117907071327169,0,0,0.00068739965,0.33245483,0,0
2021-01-04 11:00:00,30743.06,30270.76,30900.2,29400.0,9413.490067999996,32093.5744444445,32643.15150000009,29150.68505000004,22931.11385,-0.042080524460817,-0.0582079674506943,0.0546256442093445,0.340670156761705,-0.0168359067768192,0,0,0.00066901656,0.32883304,0,0
2021-01-04 12:00:00,31219.02,30742.99,31434.07,30454.25,8316.880823,31839.558888888943,32570.265500000096,29173.05635000003,22994.22005,-0.0194895567195025,-0.0414870888909423,0.0701319609935201,0.3576898860720436,-0.0224347760109953,0,0,0.0010335211,0.46983153,0,0
2021-01-04 13:00:00,31400.0,31219.03,31400.0,30600.0,5474.654764000002,31633.1644444445,32494.80200000009,29195.606650000027,22994.22005,-0.0073708858579101,-0.0336916039679234,0.0755042831076082,0.3655605596415957,-0.0265161657410802,0,0,0.001033082,0.4687588,0,0
2021-01-04 14:00:00,32113.68,31400.0,32167.93,31400.0,7479.383595000001,31555.461111111166,32461.998000000098,29217.998650000027,22994.22005,0.0176900881569522,-0.0107300234569694,0.0991060813126559,0.3965979246162777,-0.0279260965048709,0,0,0.0012723943,0.46654114,0,0
2021-01-04 15:00:00,31745.72,32113.68,32185.67,31550.0,5321.620238,31404.98333333338,32410.6735000001,29238.530350000023,22994.22005,0.0108497642889993,-0.0205164974433529,0.0857495099783623,0.3805956423383885,-0.0310295979090565,0,0,0.0010324247,0.4671463,0,0
2021-01-04 16:00:00,31320.31,31745.71,31920.0,30723.0,8174.285738,31321.81333333338,32290.3785000001,29257.846900000022,23056.91105,-4.7996369730541335e-05,-0.0300420293927522,0.0704926479056795,0.3583914138403202,-0.0299954726968195,0,0,0.0010328187,0.46811068,0,0
2021-01-04 17:00:00,31024.17,31320.3,31523.01,30626.36,4962.562716,31208.372222222264,32163.670000000107,29273.876850000022,23056.91105,-0.005902333544045,-0.0354281709767605,0.0597902750964115,0.3455475424579911,-0.0297011434882225,0,0,0.0010330298,0.4686288,0,0
2021-01-04 18:00:00,31165.16,31022.25,31465.44,31001.0,3361.4398289999995,31222.43111111115,32065.971000000107,29290.591850000023,23056.91105,-0.0018342937776798,-0.028092428574831,0.063998985052942,0.35166241186501,-0.0263063884417831,0,0,0.0010328838,0.46826872,0,0
2021-01-04 19:00:00,31665.51,31165.16,31855.75,31104.99,3388.372192999998,31377.40333333337,31999.244000000104,29310.68700000002,23056.91105,0.0091819792608703,-0.010429433895379,0.0803400821004289,0.3733630637396244,-0.0194329799374864,0,0,0.0010324848,0.4672939,0,0
2021-01-04 20:00:00,31244.97,31665.52,31830.95,31210.0,2850.9630829999987,31433.171111111147,31919.298500000103,29330.884450000016,23122.396750000004,-0.0059873409032097,-0.0211260438571386,0.0652583645495894,0.3512859561152542,-0.0152298894942491,0,0,0.0010330328,0.46863633,0,0
2021-01-04 21:00:00,31014.27,31244.97,31579.0,30856.08,3202.456113,31410.421111111147,31810.4600000001,29348.35840000001,23122.396750000004,-0.0126120916911557,-0.0250291885122094,0.0567633656811275,0.3413086167202799,-0.0125757027370541,0,0,0.0006719477,0.32431763,0,0
2021-01-04 22:00:00,31332.05,31014.27,31474.78,30950.0,1646.4841289999997,31402.871111111148,31704.351500000103,29368.34040000001,23122.396750000004,-0.0022552431865406,-0.011742914848774,0.0668648474259713,0.3550520016918226,-0.0095091170336334,0,0,0.001032898,0.468306,0,0
2021-01-04 23:00:00,31988.71,31332.05,32031.01,31150.0,4193.6487050000005,31388.985555555595,31628.529000000104,29391.48585000001,23122.396750000004,0.0191062066463711,0.0113878517714147,0.0883665481648315,0.3834513067941364,-0.0075736511313728,0,0,0.0010321259,0.46641585,0,0
2021-01-05 00:00:00,32430.49,31989.75,32853.38,31989.74,7707.643367000001,31465.071111111152,31587.1760000001,29418.191100000007,23182.89125,0.0306822408085368,0.0266979865499814,0.1023957893862479,0.3988975598546191,-0.0038656475301542,0,0,0.0011690992,0.4654964,0,0
2021-01-05 01:00:00,32786.06,32430.69,32796.0,32224.25,4246.960694999999,31627.93222222226,31585.82850000009,29448.114650000007,23182.89125,0.0366172460988144,0.0379990507451752,0.1133500527851276,0.4142351636144606,0.0013329940742941,1,0,0.95754486,5.91639e-05,1,0
2021-01-05 02:00:00,32306.64,32786.05,32828.26,32221.1,3163.430044,31770.42888888893,31546.159500000096,29474.340800000005,23182.89125,0.0168776793346531,0.0241069122851515,0.0960937250206455,0.3935552581259681,0.0071092453865528,1,0,0.9845961,0.00011990141,1,0
2021-01-05 03:00:00,31200.0,32306.64,32536.09,31130.86,5695.044571,31774.300000000047,31502.717500000097,29494.932450000008,23182.89125,-0.0180743556899773,-0.0096092503765777,0.0578088304792843,0.34582005598633,0.0086209229410113,1,0,0.9178277,7.359099e-05,1,0
